firm_name;n_patents;ipc_main_code;ipc_main_desc;ipc_second_code;ipc_second_desc;addr_city_main;addr_dept_main
IRIS INSTRUMENTS;1;G01V;"Geophysics; gravitational measurements; detecting masses or objects; tags";H02M;"Apparatus for conversion between ac and ac, between ac and dc, or between dc and dc, and for use with mains or similar power supply systems; conversion of dc or ac input power into surge output power; control or regulation thereof";Orleans;45
IRISIOME;3;A61B;"Diagnosis; surgery; identification";A61N;"Electrotherapy; magnetotherapy; radiation therapy; ultrasound therapy";Talence;33
IRLYNX;2;G02B;Optical elements, systems, or apparatus;;;Montbonnot Saint Martin;38
IRMA;2;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";;;Ploemeur;56
IROC TECHNOLOGIES;1;H03K;Pulse technique;;;Grenoble;38
IRSTEA;78;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
IRSTEA INRAE;1;A61K;Preparations for medical, dental, or toilet purposes;C07K;Peptides;Paris;75
IRT ANTOINE DE SAINT EXUPERY;2;C25D;"Processes for the electrolytic or electrophoretic production of coatings; electroforming";;;Toulouse;31
IRT JULES VERNE;2;B25J;"Manipulators; chambers provided with manipulation devices";;;Bouguenais;44
IRT SAINT EXUPERY;1;C04B;"Lime; magnesia; slag; cements; compositions thereof, e.g. Mortars, concrete or like building materials; artificial stone; ceramics";;;Toulouse;31
IRT SAINT EXUPERY AESE;3;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";H04B;Transmission;Toulouse;31
ISAP;1;B09B;Disposal of solid waste;B60K;"Arrangement or mounting of propulsion units or of transmissions in vehicles; arrangement or mounting of plural diverse prime-movers; auxiliary drives; instrumentation or dashboards for vehicles; arrangements in connection with cooling, air intake, gas exhaust, or fuel supply, of propulsion units, in vehicles";Vendargues;34
ISB WATER;2;C02F;Treatment of water, waste water, sewage, or sludge;;;Nanterre;92
ISEN;1;G02B;Optical elements, systems, or apparatus;;;Lille;59
ISEO FRANCE;1;E05F;"Devices for moving wings into open or closed position; checks for wings; wing fittings not otherwise provided for, concerned with the functioning of the wing";;;Vaux le Penil;77
ISEP;2;A61M;Devices for introducing media into, or onto, the body;;;Nantes;44
ISI INTEGRATION SOLUTIONS INDUSTRIELLES;1;A01G;"Horticulture; cultivation of vegetables, flowers, rice, fruit, vines, hops, or seaweed; forestry; watering";;;Cournon;63
ISIGNYSAINTE MERE;1;A01J;Manufacture of dairy products;;;Isigny sur Mer;14
ISKN;7;G06F;Electric digital data processing;;;Grenoble;38
ISL INSTITUT FRANCOALLEMAND DE RECHERCHES DE SAINTLOUIS;8;H01S;Devices using stimulated emission;;;Saint Louis;68
ISMAIL YOUSSEF;1;A61B;"Diagnosis; surgery; identification";;;Caluire et Cuire;69
ISOCHEM;1;C07D;Heterocyclic compounds;;;Vert le Petit;91
ISOGEO;1;G06F;Electric digital data processing;;;Paris;75
ISOJET EQUIPEMENTS;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Corbas;69
ISOLFEUCREATION;1;C04B;"Lime; magnesia; slag; cements; compositions thereof, e.g. Mortars, concrete or like building materials; artificial stone; ceramics";;;Metz;57
ISONAT;1;D04H;Making textile fabrics, e.g. From fibres or filamentary material;;;Mably;42
ISOOUEST;2;B32B;Layered products, i.e. Products built-up of strata of flat or non-flat, e.g. Cellular or honeycomb, form;;;Marmande;47
ISORG;41;H01L;"Semiconductor devices; electric solid state devices not otherwise provided for";;;Grenoble;38
ISOTECHNIQUES;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";E04D;"Roof coverings; sky-lights; gutters; roof-working tools";Saint Barthelemy d Anjou;49
ISOTROPIX;1;G06T;Image data processing or generation, in general;;;Montpellier;34
ISOVER SAINTGOBAIN;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Courbevoie;92
ISP AQUITAINE;1;G01M;"Testing static or dynamic balance of machines or structures; testing of structures or apparatus, not otherwise provided for";;;Merignac;33
ISP SYSTEM;7;B22F;"Working metallic powder; manufacture of articles from metallic powder; making metallic powder";;;Vic en Bigorre;65
ISSM;4;H04L;Transmission of digital information, e.g. Telegraphic communication;;;Meyreuil;13
ISYMAP;1;G01T;Measurement of nuclear or x-radiation;;;Bagnols sur Ceze;30
ITECA SOCADEI;1;B04C;Apparatus using free vortex flow, e.g. Cyclones;;;Aix en Provence;13
ITEK GMBH;1;G08G;Traffic control systems;;;Strasbourg;67
ITEKS;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Montazels;11
ITEN;19;H01M;Processes or means, e.g. Batteries, for the direct conversion of chemical energy into electrical energy;;;Dardilly;69
ITENA CLINICAL;1;A61C;"Dentistry; apparatus or methods for oral or dental hygiene";;;Paris;75
ITERG;2;A61K;Preparations for medical, dental, or toilet purposes;;;Pessac;33
ITEY FREDERIC;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Guigneville sur Essonne;91
ITHAKI;2;H04R;"Loudspeakers, microphones, gramophone pick-ups or like acoustic electromechanical transducers; deaf-aid sets; public address systems";;;Verneuil sur Avre;27
ITHPP;2;E21B;Earth or rock drilling;;;Thegra;46
ITRON FRANCE;17;G01F;"Measuring volume, volume flow, mass flow, or liquid level; metering by volume";;;Issy les Moulineaux;92
ITW DE FRANCE;1;F16B;"Devices for fastening or securing constructional elements or machine parts together, e.g. Nails, bolts, circlips, clamps, clips or wedges; joints or jointing";;;Beauchamp;95
IVALUA;2;G06F;Electric digital data processing;;;Orsay;91
IVARS PAUL;1;F24D;"Domestic- or space-heating systems, e.g. Central heating systems; domestic hot-water supply systems; elements or components therefor";;;Saint Paul les Dax;40
IVEA;1;G01N;Investigating or analysing materials by determining their chemical or physical properties;;;Orsay;91
IVECO FRANCE;55;B60N;Vehicle passenger accommodation not otherwise provided for;;;Venissieux;69
IVRY INTERCONNECT SERVICES;1;H01R;"Electrically-conductive connections; structural associations of a plurality of mutually-insulated electrical connecting elements; coupling devices; current collectors";H02G;Installation of electric cables or lines, or of combined optical and electric cables or lines;Pantin;93
IVY HOLDING;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Reims;51
IXBLUE;50;G02B;Optical elements, systems, or apparatus;;;Saint Germain en Laye;78
IXBLUE INDUSTRIES;1;G01S;"Radio direction-finding; radio navigation; determining distance or velocity by use of radio waves; locating or presence-detecting by use of the reflection or reradiation of radio waves; analogous arrangements using other waves";;;Marly le Roi;78
IYASHI DOME;1;A61N;"Electrotherapy; magnetotherapy; radiation therapy; ultrasound therapy";;;Paris;75
IZINOVATION;1;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;Lyon;69
IZY;1;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Fosses;94
IZYX SYSTEMS;2;H01H;"Electric switches; relays; selectors; emergency protective devices";;;Weyersheim;67
